condition,image_id,input_path,expected_probability,observed_probability,absolute_error,source_probability_range,expected_class,observed_class,class_agreement,expected_threshold_distance,observed_threshold_distance
dullrazor,ISIC_0014975,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014975.png,0.16857072710990897,0.16993291676044464,0.0013621896505356668,0.0,0,0,True,0.33142927289009105,0.33006708323955536
dullrazor,ISIC_0014982,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0014982.png,0.3727753460407257,0.3683788478374481,0.004396498203277588,0.0,0,0,True,0.1272246539592743,0.13162115216255188
dullrazor,ISIC_0015032,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015032.png,0.5642023682594299,0.5702157616615295,0.006013393402099609,0.0,1,1,True,0.06420236825942993,0.07021576166152954
dullrazor,ISIC_0015056,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015056.png,0.0388983376324176,0.03826120123267174,0.0006371363997458648,0.0,0,0,True,0.4611016623675824,0.46173879876732826
dullrazor,ISIC_0015127,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015127.png,0.1503399163484573,0.15085266530513763,0.0005127489566803256,0.0,0,0,True,0.34966008365154266,0.34914733469486237
dullrazor,ISIC_0015158,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015158.png,0.5871255993843079,0.594139575958252,0.007013976573944092,0.0,1,1,True,0.08712559938430786,0.09413957595825195
dullrazor,ISIC_0015166,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015166.png,0.0652175173163414,0.06707263737916946,0.001855120062828064,0.0,0,0,True,0.4347824826836586,0.43292736262083054
dullrazor,ISIC_0015206,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015206.png,0.011636996641755099,0.011659658513963223,2.2661872208123643e-05,0.0,0,0,True,0.4883630033582449,0.4883403414860368
dullrazor,ISIC_0015211,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015211.png,0.092072993516922,0.08960586041212082,0.002467133104801178,0.0,0,0,True,0.407927006483078,0.4103941395878792
dullrazor,ISIC_0015215,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015215.png,0.993940532207489,0.9940435290336609,0.000102996826171875,0.0,1,1,True,0.493940532207489,0.4940435290336609
dullrazor,ISIC_0015251,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015251.png,0.0087305968627333,0.008502108976244926,0.00022848788648837347,0.0,0,0,True,0.4912694031372667,0.4914978910237551
dullrazor,ISIC_0015256,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015256.png,0.1659621447324752,0.16620825231075287,0.00024610757827767116,0.0,0,0,True,0.33403785526752483,0.33379174768924713
dullrazor,ISIC_0015284,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015284.png,0.1120771244168281,0.11202254891395569,5.457550287241153e-05,0.0,0,0,True,0.3879228755831719,0.3879774510860443
dullrazor,ISIC_0015476,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015476.png,0.0120018534362316,0.012227531522512436,0.00022567808628083663,0.0,0,0,True,0.4879981465637684,0.48777246847748756
dullrazor,ISIC_0015563,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015563.png,0.7285610437393188,0.7289248704910278,0.0003638267517089844,0.0,1,1,True,0.22856104373931885,0.22892487049102783
dullrazor,ISIC_0015963,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015963.png,0.9903559684753418,0.990446925163269,9.09566879272461e-05,0.0,1,1,True,0.4903559684753418,0.49044692516326904
dullrazor,ISIC_0015964,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015964.png,0.9936208128929138,0.9935316443443298,8.916854858398438e-05,0.0,1,1,True,0.4936208128929138,0.49353164434432983
dullrazor,ISIC_0015986,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/dullrazor/ISIC_0015986.png,0.9615506529808044,0.961509644985199,4.100799560546875e-05,0.0,1,1,True,0.46155065298080444,0.461509644985199
navier_stokes,ISIC_0000013,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000013.png,0.0206749979406595,0.020191634073853493,0.000483363866806006,0.0,0,0,True,0.4793250020593405,0.4798083659261465
navier_stokes,ISIC_0000031,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000031.png,0.1321333944797516,0.130416139960289,0.0017172545194625854,0.0,0,0,True,0.3678666055202484,0.369583860039711
navier_stokes,ISIC_0000047,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000047.png,0.1330480575561523,0.1319635808467865,0.0010844767093657892,0.0,0,0,True,0.3669519424438477,0.3680364191532135
navier_stokes,ISIC_0000125,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000125.png,0.9927489161491394,0.9927831888198853,3.427267074584961e-05,0.0,1,1,True,0.4927489161491394,0.49278318881988525
navier_stokes,ISIC_0000159,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000159.png,0.112721748650074,0.11570321023464203,0.0029814615845680237,0.0,0,0,True,0.387278251349926,0.38429678976535797
navier_stokes,ISIC_0000175,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000175.png,0.0762349367141723,0.07513069361448288,0.0011042430996894143,0.0,0,0,True,0.4237650632858277,0.4248693063855171
navier_stokes,ISIC_0000276,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000276.png,0.4731645286083221,0.473344087600708,0.00017955899238591977,0.0,0,0,True,0.026835471391677912,0.026655912399291992
navier_stokes,ISIC_0000298,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000298.png,0.4296669960021972,0.43209171295166016,0.002424716949462946,0.0,0,0,True,0.07033300399780279,0.06790828704833984
navier_stokes,ISIC_0000303,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000303.png,0.1276174932718277,0.12734335660934448,0.00027413666248321533,0.0,0,0,True,0.3723825067281723,0.3726566433906555
navier_stokes,ISIC_0000384,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000384.png,0.7262336611747742,0.7140651345252991,0.012168526649475098,0.0,1,1,True,0.22623366117477417,0.21406513452529907
navier_stokes,ISIC_0000420,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000420.png,0.7729648947715759,0.7740289568901062,0.0010640621185302734,0.0,1,1,True,0.2729648947715759,0.2740289568901062
navier_stokes,ISIC_0000482,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000482.png,0.2705298960208893,0.26076164841651917,0.009768247604370117,0.0,0,0,True,0.22947010397911072,0.23923835158348083
navier_stokes,ISIC_0000510,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000510.png,0.0385063923895359,0.03846714645624161,3.9245933294289326e-05,0.0,0,0,True,0.4614936076104641,0.4615328535437584
navier_stokes,ISIC_0000513,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0000513.png,0.2138940244913101,0.21422795951366425,0.00033393502235415373,0.0,0,0,True,0.2861059755086899,0.28577204048633575
navier_stokes,ISIC_0001103,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0001103.png,0.9393991231918336,0.9398794174194336,0.00048029422759998663,0.0,1,1,True,0.4393991231918336,0.4398794174194336
navier_stokes,ISIC_0001131,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0001131.png,0.0028276056982576,0.0028320958372205496,4.4901389629494436e-06,0.0,0,0,True,0.4971723943017424,0.49716790416277945
navier_stokes,ISIC_0001133,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0001133.png,0.0499626547098159,0.04987446591258049,8.818879723541256e-05,0.0,0,0,True,0.4500373452901841,0.4501255340874195
navier_stokes,ISIC_0001242,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0001242.png,0.9730457663536072,0.9728464484214783,0.00019931793212890625,0.0,1,1,True,0.4730457663536072,0.47284644842147827
navier_stokes,ISIC_0001372,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0001372.png,0.5395094156265259,0.539540708065033,3.129243850708008e-05,0.0,1,1,True,0.03950941562652588,0.03954070806503296
navier_stokes,ISIC_0003559,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0003559.png,0.7985663414001465,0.8010933995246887,0.0025270581245422363,0.0,1,1,True,0.2985663414001465,0.3010933995246887
navier_stokes,ISIC_0006776,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0006776.png,0.842315137386322,0.8410003185272217,0.0013148188591003418,0.0,1,1,True,0.342315137386322,0.3410003185272217
navier_stokes,ISIC_0006982,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0006982.png,0.968526005744934,0.9682976007461548,0.00022840499877918585,0.0,1,1,True,0.46852600574493397,0.4682976007461548
navier_stokes,ISIC_0007038,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0007038.png,0.956812620162964,0.957830548286438,0.00101792812347401,0.0,1,1,True,0.456812620162964,0.457830548286438
navier_stokes,ISIC_0009298,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0009298.png,0.3473212122917175,0.3460027277469635,0.0013184845447539728,0.0,0,0,True,0.15267878770828253,0.1539972722530365
navier_stokes,ISIC_0009898,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0009898.png,0.4199747145175934,0.4146007299423218,0.0053739845752716064,0.0,0,0,True,0.08002528548240662,0.08539927005767822
navier_stokes,ISIC_0009931,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0009931.png,0.0046400842256844,0.004416061099618673,0.0002240231260657267,0.0,0,0,True,0.4953599157743156,0.4955839389003813
navier_stokes,ISIC_0009934,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0009934.png,0.21173617243766776,0.21087121963500977,0.0008649528026579978,0.0,0,0,True,0.28826382756233226,0.28912878036499023
navier_stokes,ISIC_0009960,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0009960.png,0.6920023560523987,0.6930849552154541,0.00108259916305542,0.0,1,1,True,0.19200235605239868,0.1930849552154541
navier_stokes,ISIC_0009979,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0009979.png,0.5624833703041077,0.5640074610710144,0.0015240907669067383,0.0,1,1,True,0.062483370304107666,0.0640074610710144
navier_stokes,ISIC_0010090,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010090.png,0.971478283405304,0.9718048572540283,0.00032657384872436523,0.0,1,1,True,0.47147828340530396,0.4718048572540283
navier_stokes,ISIC_0010100,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010100.png,0.08829987794160839,0.08709795027971268,0.0012019276618957103,0.0,0,0,True,0.4117001220583916,0.4129020497202873
navier_stokes,ISIC_0010175,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010175.png,0.0027139654848724,0.0027260417118668556,1.2076226994455538e-05,0.0,0,0,True,0.4972860345151276,0.49727395828813314
navier_stokes,ISIC_0010212,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010212.png,0.011976108886301498,0.011750269681215286,0.00022583920508621215,0.0,0,0,True,0.4880238911136985,0.4882497303187847
navier_stokes,ISIC_0010225,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010225.png,0.229426622390747,0.22734160721302032,0.0020850151777266623,0.0,0,0,True,0.27057337760925304,0.2726583927869797
navier_stokes,ISIC_0010334,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010334.png,0.0227937866002321,0.022940265014767647,0.00014647841453554675,0.0,0,0,True,0.4772062133997679,0.47705973498523235
navier_stokes,ISIC_0010570,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010570.png,0.04183658957481381,0.04268636554479599,0.0008497759699821819,0.0,0,0,True,0.4581634104251862,0.457313634455204
navier_stokes,ISIC_0010596,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010596.png,0.0082069290801882,0.008152962662279606,5.3966417908593925e-05,0.0,0,0,True,0.4917930709198118,0.4918470373377204
navier_stokes,ISIC_0010863,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0010863.png,0.0185580793768167,0.01804269291460514,0.0005153864622115603,0.0,0,0,True,0.4814419206231833,0.48195730708539486
navier_stokes,ISIC_0011158,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0011158.png,0.0072815804742276,0.00738543551415205,0.00010385503992444995,0.0,0,0,True,0.4927184195257724,0.49261456448584795
navier_stokes,ISIC_0011173,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0011173.png,0.956419825553894,0.9564306139945984,1.0788440704345703e-05,0.0,1,1,True,0.45641982555389404,0.4564306139945984
navier_stokes,ISIC_0011383,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0011383.png,0.8329598307609558,0.8353821039199829,0.0024222731590270996,0.0,1,1,True,0.3329598307609558,0.3353821039199829
navier_stokes,ISIC_0012086,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012086.png,0.2244771420955658,0.220742866396904,0.003734275698661804,0.0,0,0,True,0.2755228579044342,0.279257133603096
navier_stokes,ISIC_0012356,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012356.png,0.6343873739242554,0.6370755434036255,0.002688169479370117,0.0,1,1,True,0.13438737392425537,0.1370755434036255
navier_stokes,ISIC_0012395,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012395.png,0.5754931569099426,0.5739966034889221,0.0014965534210205078,0.0,1,1,True,0.07549315690994263,0.07399660348892212
navier_stokes,ISIC_0012701,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012701.png,0.9979469180107116,0.997890055179596,5.6862831115611634e-05,0.0,1,1,True,0.49794691801071156,0.49789005517959595
navier_stokes,ISIC_0012705,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012705.png,0.759374737739563,0.7609397172927856,0.0015649795532226562,0.0,1,1,True,0.259374737739563,0.26093971729278564
navier_stokes,ISIC_0012840,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012840.png,0.8783178925514221,0.8758178353309631,0.0025000572204589844,0.0,1,1,True,0.3783178925514221,0.37581783533096313
navier_stokes,ISIC_0012877,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012877.png,0.9448885321617126,0.9449971914291382,0.00010865926742553711,0.0,1,1,True,0.44488853216171265,0.4449971914291382
navier_stokes,ISIC_0012930,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012930.png,0.9908698797225952,0.9909150004386902,4.51207160949707e-05,0.0,1,1,True,0.4908698797225952,0.4909150004386902
navier_stokes,ISIC_0012949,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012949.png,0.9609953761100768,0.9608611464500427,0.00013422966003406867,0.0,1,1,True,0.4609953761100768,0.4608611464500427
navier_stokes,ISIC_0012966,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0012966.png,0.6168302297592163,0.6141909956932068,0.0026392340660095215,0.0,1,1,True,0.11683022975921631,0.11419099569320679
navier_stokes,ISIC_0013079,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013079.png,0.8130163550376892,0.8160554766654968,0.003039121627807617,0.0,1,1,True,0.3130163550376892,0.3160554766654968
navier_stokes,ISIC_0013147,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013147.png,0.9976277947425842,0.997647225856781,1.9431114196777344e-05,0.0,1,1,True,0.49762779474258423,0.497647225856781
navier_stokes,ISIC_0013177,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013177.png,0.600991427898407,0.5965761542320251,0.004415273666381836,0.0,1,1,True,0.10099142789840698,0.09657615423202515
navier_stokes,ISIC_0013223,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013223.png,0.9846094846725464,0.9844279885292053,0.00018149614334106445,0.0,1,1,True,0.4846094846725464,0.4844279885292053
navier_stokes,ISIC_0013258,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013258.png,0.9981552958488464,0.9981800317764282,2.473592758178711e-05,0.0,1,1,True,0.49815529584884644,0.4981800317764282
navier_stokes,ISIC_0013429,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013429.png,0.9331114292144777,0.9336479902267456,0.0005365610122679554,0.0,1,1,True,0.43311142921447765,0.4336479902267456
navier_stokes,ISIC_0013501,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013501.png,0.9280827641487122,0.9282530546188354,0.00017029047012329102,0.0,1,1,True,0.42808276414871216,0.42825305461883545
navier_stokes,ISIC_0013663,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013663.png,0.8816692233085632,0.8818202614784241,0.00015103816986083984,0.0,1,1,True,0.38166922330856323,0.3818202614784241
navier_stokes,ISIC_0013739,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013739.png,0.9785614013671876,0.9784830808639526,7.83205032349743e-05,0.0,1,1,True,0.4785614013671876,0.47848308086395264
navier_stokes,ISIC_0013807,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013807.png,0.9789520502090454,0.9788732528686523,7.87973403930664e-05,0.0,1,1,True,0.4789520502090454,0.47887325286865234
navier_stokes,ISIC_0013828,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013828.png,0.7684561014175415,0.7651321887969971,0.0033239126205444336,0.0,1,1,True,0.2684561014175415,0.26513218879699707
navier_stokes,ISIC_0013844,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013844.png,0.8530833721160889,0.8504691123962402,0.002614259719848633,0.0,1,1,True,0.35308337211608887,0.35046911239624023
navier_stokes,ISIC_0013867,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013867.png,0.844228208065033,0.8432362675666809,0.0009919404983520508,0.0,1,1,True,0.34422820806503296,0.3432362675666809
navier_stokes,ISIC_0013929,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013929.png,0.9872746467590332,0.9874773025512695,0.00020265579223632812,0.0,1,1,True,0.4872746467590332,0.48747730255126953
navier_stokes,ISIC_0013987,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0013987.png,0.8268476724624634,0.8317403793334961,0.004892706871032715,0.0,1,1,True,0.3268476724624634,0.3317403793334961
navier_stokes,ISIC_0014092,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0014092.png,0.9840659499168396,0.9838886260986328,0.0001773238182067871,0.0,1,1,True,0.4840659499168396,0.4838886260986328
navier_stokes,ISIC_0014114,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0014114.png,0.7134481072425842,0.7128131985664368,0.0006349086761474609,0.0,1,1,True,0.21344810724258423,0.21281319856643677
navier_stokes,ISIC_0014136,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0014136.png,0.5135320425033569,0.5153241157531738,0.0017920732498168945,0.0,1,1,True,0.013532042503356934,0.015324115753173828
navier_stokes,ISIC_0014169,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0014169.png,0.991379737854004,0.9912039041519165,0.00017583370208751337,0.0,1,1,True,0.491379737854004,0.4912039041519165
navier_stokes,ISIC_0014173,/content/drive/MyDrive/Dissertation/edi_faithfulness_localization/edi_fixed_model_faithfulness_localization_isic100_r224_v1/transformed_inputs/navier_stokes/ISIC_0014173.png,0.9898950457572936,0.9899154901504517,2.0444393158070007e-05,0.0,1,1,True,0.4898950457572936,0.48991549015045166
